set_path,component_index,true_label,predicted_label,confidence,reason
SavedFiles/0206_VDaudio_ICA.set,85,muscle,brain,0.85,"Central dipolar topography, alpha peak in spectrum, 1/f shape."
SavedFiles/0206_VDaudio_ICA.set,86,muscle,brain,0.8,"Lateral/temporal dipolar topography, alpha peak in spectrum, 1/f shape."
SavedFiles/0206_VDaudio_ICA.set,87,eye,muscle,0.95,"Edge-focused topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0206_VDaudio_ICA.set,88,other,brain,0.8,"Central dipolar topography, alpha peak in spectrum, 1/f shape."
SavedFiles/0206_VDaudio_ICA.set,89,other,brain,0.8,"Central dipolar topography, alpha peak in spectrum, 1/f shape."
SavedFiles/0206_VDaudio_ICA.set,90,other,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0206_VDaudio_ICA.set,91,other,brain,0.95,"Dipolar, lateral/temporal topography, clear 1/f spectrum with an alpha peak (~10Hz), no muscle or eye features."
SavedFiles/0206_VDaudio_ICA.set,93,eye,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, no artifact features."
SavedFiles/0206_VDaudio_ICA.set,94,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with an alpha peak, time series and ERP image are consistent with brain."
SavedFiles/0206_VDaudio_ICA.set,95,other,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with an alpha peak, no artifact features."
SavedFiles/0206_VDaudio_ICA.set,96,other,brain,0.95,"Lateral/temporal dipolar topography, 1/f spectrum with a clear alpha peak, not muscle (no high-frequency rise)."
SavedFiles/0206_VDaudio_ICA.set,97,muscle,channel_noise,0.95,"Single isolated focal spot on topography, flat/noisy spectrum, erratic time series, fits channel noise."
SavedFiles/0206_VDaudio_ICA.set,98,channel,brain,0.9,"Central dipolar topography, 1/f spectrum with an alpha peak, no artifact features."
SavedFiles/0206_VDaudio_ICA.set,100,eye,channel_noise,0.95,"Single focal spot on topography, flat/noisy spectrum, erratic time series, fits channel noise."
SavedFiles/0206_VDaudio_ICA.set,101,channel,channel_noise,0.95,"Single focal spot on topography, flat/noisy spectrum, erratic time series, fits channel noise."
SavedFiles/0206_VDaudio_ICA.set,102,other,muscle,0.95,Edge/lateral topography and power spectrum shows a flat/rising high-frequency component without a clear alpha peak.
SavedFiles/0206_VDaudio_ICA.set,103,channel,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak around 10 Hz."
SavedFiles/0206_VDaudio_ICA.set,104,other,muscle,0.95,"Edge/lateral topography and power spectrum shows high-frequency activity, no alpha peak."
SavedFiles/0206_VDaudio_ICA.set,105,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak."
SavedFiles/0206_VDaudio_ICA.set,106,eye,eye,0.95,"Frontal/periocular topography, large slow deflection in time series, spectrum dominated by low frequencies."
SavedFiles/0206_VDaudio_ICA.set,107,eye,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak."
SavedFiles/0206_VDaudio_ICA.set,108,other,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with a visible alpha peak."
SavedFiles/0206_VDaudio_ICA.set,109,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak."
SavedFiles/0206_VDaudio_ICA.set,111,muscle,channel_noise,0.95,"Single focal spot on topography, flat/noisy spectrum, erratic time series."
SavedFiles/0206_VDnoaudio_ICA.set,0,eye,brain,0.95,"Central dipolar topography, clear 1/f spectrum with alpha peak (~10Hz), no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,1,heart,eye,1.0,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDnoaudio_ICA.set,2,heart,eye,1.0,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0206_VDnoaudio_ICA.set,3,eye,brain,0.9,"Lateral dipolar topography, 1/f spectrum with possible weak alpha, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,4,brain,brain,0.95,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,5,eye,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum with possible weak alpha, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,6,brain,brain,0.95,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,7,brain,brain,0.95,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,8,brain,brain,0.95,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,9,muscle,brain,0.9,"Central dipolar topography, clear 1/f spectrum with alpha peak (~10Hz), no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,10,brain,brain,0.85,"Left-central dipolar pattern, 1/f spectrum with alpha peak, no muscle or eye artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,11,brain,brain,0.9,"Central dipolar pattern, 1/f spectrum with alpha peak, typical brain IC."
SavedFiles/0206_VDnoaudio_ICA.set,12,brain,brain,0.85,"Left-central dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,13,brain,brain,0.9,"Central dipolar pattern, 1/f spectrum with alpha peak, typical brain IC."
SavedFiles/0206_VDnoaudio_ICA.set,14,muscle,brain,0.8,"Central dipolar pattern, 1/f spectrum with slight alpha, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,15,brain,brain,0.85,"Left-central dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,16,eye,brain,0.8,"Central dipolar pattern, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,17,muscle,brain,0.8,"Central dipolar pattern, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,18,eye,eye,0.95,"Frontal/periocular topography, strong low-frequency power, large slow deflections in time series."
SavedFiles/0206_VDnoaudio_ICA.set,19,eye,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, large slow deflections in time series."
SavedFiles/0206_VDnoaudio_ICA.set,22,brain,brain,0.85,"Lateral/temporal dipolar topography, 1/f spectrum with possible alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,23,brain,brain,0.85,"Central dipolar pattern, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,24,channel,muscle,0.95,"Edge-focused topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0206_VDnoaudio_ICA.set,26,eye,brain,0.85,"Central dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,30,muscle,channel_noise,0.95,"Single isolated focal spot, flat/noisy spectrum, erratic time series."
SavedFiles/0206_VDnoaudio_ICA.set,31,brain,brain,0.85,"Bilateral/central dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,32,brain,brain,0.85,"Central dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,33,muscle,brain,0.95,"Dipolar, lateral/temporal topography, clear 1/f spectrum with alpha peak (~10Hz), no muscle or eye features."
SavedFiles/0206_VDnoaudio_ICA.set,34,brain,brain,0.95,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,35,channel,channel_noise,0.95,"Single focal spot on topography, flat/noisy spectrum, erratic time series."
SavedFiles/0206_VDnoaudio_ICA.set,36,muscle,channel_noise,0.95,"Single focal spot, flat/noisy spectrum, erratic time series, fits channel noise."
SavedFiles/0206_VDnoaudio_ICA.set,37,brain,brain,0.95,"Dipolar, lateral/temporal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,38,other,brain,0.95,"Dipolar, lateral/temporal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,40,brain,brain,0.95,"Dipolar, lateral/temporal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,41,brain,brain,0.95,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,44,eye,brain,0.95,"Dipolar, lateral/temporal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,45,muscle,brain,0.9,"Dipolar, lateral/temporal topography with clear alpha peak (8-12Hz) and 1/f spectrum. No muscle features."
SavedFiles/0206_VDnoaudio_ICA.set,47,muscle,channel_noise,0.95,"Single isolated focal spot, flat/noisy spectrum, erratic time series. Classic channel noise."
SavedFiles/0206_VDnoaudio_ICA.set,48,other,muscle,0.85,Edge-focused topography and rising high-frequency spectrum (no alpha peak). Time series is noisy.
SavedFiles/0206_VDnoaudio_ICA.set,49,muscle,muscle,0.85,"Edge-focused topography and rising high-frequency spectrum, no clear alpha peak. Time series is noisy."
SavedFiles/0206_VDnoaudio_ICA.set,50,channel,eye,0.95,"Frontal focus, low-frequency dominated spectrum, large slow deflections in time series. Classic eye artifact."
SavedFiles/0206_VDnoaudio_ICA.set,51,other,brain,0.9,"Dipolar, central/parietal topography with 1/f spectrum and alpha peak. No artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,52,muscle,brain,0.9,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak. No artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,54,muscle,muscle,0.85,"Edge-focused topography and rising high-frequency spectrum, no alpha peak. Time series is noisy."
SavedFiles/0206_VDnoaudio_ICA.set,55,other,brain,0.9,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak. No artifact features."
SavedFiles/0206_VDnoaudio_ICA.set,56,muscle,brain,0.95,"Central dipolar topography, clear 1/f spectrum with a visible alpha peak (~10Hz), time series is typical for brain."
SavedFiles/0206_VDnoaudio_ICA.set,57,other,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum (no alpha peak), time series is noisy—classic muscle artifact."
SavedFiles/0206_VDnoaudio_ICA.set,58,channel,channel_noise,0.95,"Single focal spot on topography, flat/noisy spectrum, erratic time series—fits channel noise."
SavedFiles/0206_VDnoaudio_ICA.set,61,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a small alpha peak, time series is typical for brain."
SavedFiles/0206_VDnoaudio_ICA.set,62,other,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, large slow deflections in time series—fits eye artifact."
SavedFiles/0206_VDnoaudio_ICA.set,63,other,muscle,0.9,"Edge/lateral topography, rising high-frequency spectrum, no alpha peak—muscle artifact."
SavedFiles/0206_VDnoaudio_ICA.set,64,eye,brain,0.95,"Central dipolar topography, clear 1/f spectrum with alpha peak, time series is typical for brain."
SavedFiles/0206_VDnoaudio_ICA.set,65,brain,eye,0.9,"Frontal/periocular topography, low-frequency dominated spectrum, large slow deflections in time series—eye artifact."
SavedFiles/0206_VDnoaudio_ICA.set,66,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a small alpha peak, time series is typical for brain."
SavedFiles/0206_VDnoaudio_ICA.set,67,muscle,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum without a clear alpha peak. Time series is noisy/erratic.
SavedFiles/0206_VDnoaudio_ICA.set,68,eye,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, and large slow deflections in the time series."
SavedFiles/0206_VDnoaudio_ICA.set,69,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, and clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,70,eye,eye,0.95,"Frontal focus, low-frequency dominated spectrum, and large slow deflections in the time series."
SavedFiles/0206_VDnoaudio_ICA.set,71,other,muscle,0.9,"Edge/lateral topography and flat/rising high-frequency spectrum, no clear alpha peak."
SavedFiles/0206_VDnoaudio_ICA.set,72,eye,brain,0.85,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,73,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, and clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,74,muscle,muscle,0.95,"Edge/lateral topography and flat/rising high-frequency spectrum, no clear alpha peak."
SavedFiles/0206_VDnoaudio_ICA.set,75,other,brain,0.85,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,78,muscle,brain,0.95,"Central dipolar topography, clear 1/f spectrum with an alpha peak (~10Hz), clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,81,eye,eye,0.95,"Strong frontal/periocular focus, low-frequency dominated spectrum, large slow deflections in time series."
SavedFiles/0206_VDnoaudio_ICA.set,82,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, typical brain-like time series."
SavedFiles/0206_VDnoaudio_ICA.set,87,channel,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0206_VDnoaudio_ICA.set,88,eye,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum with alpha peak, typical brain activity."
SavedFiles/0206_VDnoaudio_ICA.set,91,eye,eye,0.95,"Frontal/periocular focus, low-frequency dominated spectrum, large slow deflections in time series."
SavedFiles/0206_VDnoaudio_ICA.set,92,other,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum with alpha peak, typical brain activity."
SavedFiles/0206_VDnoaudio_ICA.set,93,other,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak, typical brain-like time series."
SavedFiles/0206_VDnoaudio_ICA.set,95,muscle,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum with alpha peak, typical brain activity."
SavedFiles/0206_VDnoaudio_ICA.set,96,other,channel_noise,0.95,"Topography shows a single isolated focal spot, spectrum is flat/noisy, and the time series is erratic/random. Fits channel noise criteria."
SavedFiles/0206_VDnoaudio_ICA.set,97,eye,channel_noise,0.95,"Topography shows a single isolated focal spot, spectrum is flat/noisy, and the time series is erratic/random. Fits channel noise criteria."
SavedFiles/0206_VDnoaudio_ICA.set,98,other,channel_noise,0.95,"Topography shows a single isolated focal spot, spectrum is flat/noisy, and the time series is erratic/random. Fits channel noise criteria."
SavedFiles/0206_VDnoaudio_ICA.set,99,other,channel_noise,0.95,"Topography shows a single isolated focal spot, spectrum is flat/noisy, and the time series is erratic/random. Fits channel noise criteria."
SavedFiles/0589_VDAudio_ICA.set,0,muscle,brain,0.9,"Central dipolar topography, clear alpha peak (~10Hz) in spectrum, 1/f shape. No artifact features."
SavedFiles/0589_VDAudio_ICA.set,1,eye,eye,1.0,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum (<4Hz). Classic eye blink/movement."
SavedFiles/0589_VDAudio_ICA.set,2,brain,brain,0.9,"Central-parietal dipolar topography, 1/f spectrum with clear alpha peak (~10Hz). No artifact features."
SavedFiles/0589_VDAudio_ICA.set,3,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with alpha peak. Time series and ERP image look neural."
SavedFiles/0589_VDAudio_ICA.set,4,brain,brain,0.8,"Lateral/temporal dipolar topography, 1/f spectrum with alpha peak. No muscle or artifact features."
SavedFiles/0589_VDAudio_ICA.set,5,brain,brain,0.8,"Lateral/temporal dipolar topography, 1/f spectrum with alpha peak. No muscle or artifact features."
SavedFiles/0589_VDAudio_ICA.set,6,heart,heart,0.8,"Broad scalp distribution, ~1Hz rhythmic deflections in time series, fits heart artifact."
SavedFiles/0589_VDAudio_ICA.set,7,eye,eye,1.0,"Frontal/periocular topography, large slow deflections in time series, low-frequency dominated spectrum. Classic eye movement."
SavedFiles/0589_VDAudio_ICA.set,8,muscle,channel_noise,0.9,"Single focal spot in topography, flat/noisy spectrum, erratic time series. Classic channel noise."
SavedFiles/0589_VDAudio_ICA.set,9,muscle,brain,0.95,"Dipolar, lateral/temporal topography with clear alpha peak (8-12Hz) and 1/f spectrum; time series is not erratic."
SavedFiles/0589_VDAudio_ICA.set,10,brain,eye,0.95,"Frontal/periocular topography, low-frequency dominated spectrum, and large slow deflections in time series."
SavedFiles/0589_VDAudio_ICA.set,11,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum with possible low alpha, time series is not erratic."
SavedFiles/0589_VDAudio_ICA.set,12,muscle,brain,0.95,"Parietal dipolar topography, clear alpha peak, and 1/f spectrum."
SavedFiles/0589_VDAudio_ICA.set,14,muscle,brain,0.9,"Lateral/temporal dipolar topography, alpha peak, and 1/f spectrum."
SavedFiles/0589_VDAudio_ICA.set,15,brain,muscle,0.95,Edge-focused topography and flat/rising high-frequency spectrum (no alpha peak).
SavedFiles/0589_VDAudio_ICA.set,16,muscle,muscle,0.95,Edge-focused topography and flat/rising high-frequency spectrum (no alpha peak).
SavedFiles/0589_VDAudio_ICA.set,17,brain,brain,0.9,"Central dipolar topography, 1/f spectrum with possible alpha, time series is not erratic."
SavedFiles/0589_VDAudio_ICA.set,18,muscle,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum, possible weak alpha."
SavedFiles/0589_VDAudio_ICA.set,21,eye,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum without an alpha peak; time series is noisy.
SavedFiles/0589_VDAudio_ICA.set,22,brain,brain,0.95,"Central dipolar topography, clear alpha peak (~10Hz) in the spectrum, and 1/f pattern."
SavedFiles/0589_VDAudio_ICA.set,23,brain,muscle,0.9,Edge/lateral topography and a flat/rising high-frequency spectrum; no alpha peak.
SavedFiles/0589_VDAudio_ICA.set,24,muscle,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with a possible weak alpha peak."
SavedFiles/0589_VDAudio_ICA.set,25,muscle,brain,0.9,"Central dipolar topography, 1/f spectrum, possible weak alpha peak."
SavedFiles/0589_VDAudio_ICA.set,26,other,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum, possible weak alpha peak."
SavedFiles/0589_VDAudio_ICA.set,28,brain,muscle,0.95,Edge/lateral topography and a flat/rising high-frequency spectrum; no alpha peak.
SavedFiles/0589_VDAudio_ICA.set,29,brain,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum, possible weak alpha peak."
SavedFiles/0589_VDAudio_ICA.set,30,eye,channel_noise,0.95,"Single focal spot in topography, flat/noisy spectrum, erratic time series."
SavedFiles/0589_VDAudio_ICA.set,31,brain,brain,0.9,"Dipolar, lateral/temporal topography; clear 1/f spectrum with alpha peak; no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,32,other,brain,0.9,"Dipolar, central/parietal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,33,brain,brain,0.9,"Dipolar, central topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,34,other,brain,0.9,"Dipolar, central/parietal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,37,brain,brain,0.9,"Dipolar, central/parietal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,38,muscle,brain,0.9,"Dipolar, lateral/temporal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,39,brain,brain,0.9,"Dipolar, central/parietal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,42,other,brain,0.9,"Dipolar, central/parietal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,45,other,brain,0.9,"Dipolar, central/parietal topography; 1/f spectrum with alpha peak; no artifact features."
SavedFiles/0589_VDAudio_ICA.set,48,other,brain,0.95,"Dipolar, central/parietal topography, clear 1/f spectrum with alpha peak (~10Hz), no artifact features."
SavedFiles/0589_VDAudio_ICA.set,55,muscle,channel_noise,0.95,"Single isolated focal spot on topography, flat/noisy spectrum, erratic time series."
SavedFiles/0589_VDAudio_ICA.set,57,other,brain,0.9,"Dipolar, lateral/temporal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,58,other,brain,0.9,"Dipolar, central topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,62,other,brain,0.9,"Dipolar, parietal/central topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,63,other,brain,0.9,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,66,other,brain,0.9,"Dipolar, central/lateral topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,69,muscle,brain,0.9,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,70,other,brain,0.9,"Dipolar, central/parietal topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,73,muscle,muscle,0.95,Edge/lateralized topography and rising/flat high-frequency spectrum with no alpha peak. Time series is noisy/erratic.
SavedFiles/0589_VDAudio_ICA.set,74,muscle,brain,0.85,"Central dipolar topography, 1/f spectrum with a possible alpha peak, and clean time series."
SavedFiles/0589_VDAudio_ICA.set,75,other,muscle,0.95,"Edge/lateralized topography and flat/rising high-frequency spectrum, no alpha peak, noisy time series."
SavedFiles/0589_VDAudio_ICA.set,78,other,muscle,0.95,"Edge/lateralized topography, flat/rising high-frequency spectrum, no alpha peak, noisy time series."
SavedFiles/0589_VDAudio_ICA.set,83,other,brain,0.9,"Central dipolar topography, 1/f spectrum with a visible alpha peak, clean time series."
SavedFiles/0589_VDAudio_ICA.set,84,eye,brain,0.85,"Central dipolar topography, 1/f spectrum with possible alpha/beta peak, clean time series."
SavedFiles/0589_VDAudio_ICA.set,85,muscle,muscle,0.95,"Edge/lateralized topography, flat/rising high-frequency spectrum, no alpha peak, noisy time series."
SavedFiles/0589_VDAudio_ICA.set,86,other,brain,0.85,"Central dipolar topography, 1/f spectrum with possible alpha peak, clean time series."
SavedFiles/0589_VDAudio_ICA.set,87,other,muscle,0.95,"Edge/lateralized topography, flat/rising high-frequency spectrum, no alpha peak, noisy time series."
SavedFiles/0589_VDAudio_ICA.set,88,other,brain,0.9,"Dipolar, central-parietal topography, clear 1/f spectrum with alpha peak (~10Hz), no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,89,muscle,brain,0.85,"Dipolar, lateral/temporal topography, 1/f spectrum with a visible alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,91,other,brain,0.9,"Dipolar, central topography, 1/f spectrum with alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,93,other,brain,0.9,"Dipolar, central-parietal topography, 1/f spectrum with alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,94,other,brain,0.9,"Dipolar, central topography, 1/f spectrum with alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,96,muscle,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak, consistent with muscle artifact."
SavedFiles/0589_VDAudio_ICA.set,99,other,brain,0.85,"Dipolar, central-parietal topography, 1/f spectrum with alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,100,other,brain,0.85,"Dipolar, central-parietal topography, 1/f spectrum with alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,101,other,brain,0.8,"Dipolar, central topography, 1/f spectrum with a possible low alpha peak, no muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,102,other,muscle,0.95,Edge/lateralized topography and a flat/rising high-frequency spectrum with no alpha peak. Time series is noisy/erratic.
SavedFiles/0589_VDAudio_ICA.set,103,other,brain,0.8,"Central dipolar topography, 1/f spectrum with a possible low alpha/beta bump, and no artifact features."
SavedFiles/0589_VDAudio_ICA.set,104,muscle,brain,0.9,"Central dipolar topography, clear alpha peak in the spectrum, and clean time series."
SavedFiles/0589_VDAudio_ICA.set,105,other,brain,0.8,"Central/parietal dipolar topography, 1/f spectrum with possible weak alpha, and no artifact features."
SavedFiles/0589_VDAudio_ICA.set,107,other,brain,0.8,"Central dipolar topography, 1/f spectrum, no clear artifact features."
SavedFiles/0589_VDAudio_ICA.set,109,other,brain,0.8,"Central dipolar topography, 1/f spectrum, no clear artifact features."
SavedFiles/0589_VDAudio_ICA.set,110,muscle,brain,0.85,"Central dipolar topography, 1/f spectrum, possible weak alpha, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,111,channel,brain,0.8,"Central dipolar topography, 1/f spectrum, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,112,other,brain,0.8,"Central dipolar topography, 1/f spectrum, no artifact features."
SavedFiles/0589_VDAudio_ICA.set,113,channel,brain,0.95,"Central dipolar topography, clear 1/f spectrum with possible alpha peak, no strong artifact features."
SavedFiles/0589_VDAudio_ICA.set,115,channel,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum with possible alpha/beta peak, no high-frequency muscle or eye features."
SavedFiles/0589_VDAudio_ICA.set,117,other,brain,0.9,"Central dipolar topography, 1/f spectrum, no artifact features, possible weak alpha peak."
SavedFiles/0589_VDAudio_ICA.set,118,muscle,channel_noise,0.95,"Single focal spot on topography, flat/noisy spectrum, erratic time series, fits channel noise."
SavedFiles/0589_VDAudio_ICA.set,120,muscle,brain,0.85,"Lateral dipolar topography, 1/f spectrum, no strong artifact features, possible weak alpha/beta peak."
SavedFiles/0589_VDAudio_ICA.set,121,channel,brain,0.85,"Lateral/edge dipolar topography, 1/f spectrum, no high-frequency muscle or eye features."
SavedFiles/0604_VDaudio_ICA.set,0,eye,brain,0.95,"Central dipolar topography, clear 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0604_VDaudio_ICA.set,1,brain,brain,0.95,"Parietal/central dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0604_VDaudio_ICA.set,2,heart,eye,0.95,"Frontal focus, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0604_VDaudio_ICA.set,3,eye,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0604_VDaudio_ICA.set,4,eye,brain,0.9,"Lateral/temporal dipolar topography, 1/f spectrum with alpha peak, fits brain (not muscle)."
SavedFiles/0604_VDaudio_ICA.set,5,brain,eye,0.95,"Frontal focus, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0604_VDaudio_ICA.set,6,brain,muscle,0.95,"Edge/lateral topography, flat/rising high-frequency spectrum, no alpha peak."
SavedFiles/0604_VDaudio_ICA.set,7,eye,eye,0.95,"Frontal focus, large slow deflections in time series, low-frequency dominated spectrum."
SavedFiles/0604_VDaudio_ICA.set,8,brain,brain,0.9,"Central/parietal dipolar topography, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0604_VDaudio_ICA.set,9,brain,brain,0.95,"Central dipolar topography, clear 1/f spectrum with alpha peak (~10Hz), no artifact features."
SavedFiles/0604_VDaudio_ICA.set,10,brain,brain,0.95,"Lateral dipolar pattern, 1/f spectrum with alpha peak, no muscle or eye features."
SavedFiles/0604_VDaudio_ICA.set,11,brain,brain,0.95,"Parietal dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0604_VDaudio_ICA.set,12,brain,brain,0.95,"Central dipolar pattern, 1/f spectrum with alpha peak, no artifact features."
SavedFiles/0604_VDaudio_ICA.set,13,brain,brain,0.95,"Central dipolar topography, 1/f spectrum with alpha peak, clean time series."
SavedFiles/0604_VDaudio_ICA.set,14,muscle,channel_noise,0.95,"Single isolated focal spot, flat/noisy spectrum, erratic time series."
